TeamId,ES L1 LW,ES L1 C,ES L1 RW,ES L1 LD,ES L1 RD,ES L2 LW,ES L2 C,ES L2 RW,ES L2 LD,ES L2 RD,ES L3 LW,ES L3 C,ES L3 RW,ES L3 LD,ES L3 RD,ES L4 LW,ES L4 C,ES L4 RW,ES L4 LD,ES L4 RD,PP5on4 L1 LW,PP5on4 L1 C,PP5on4 L1 RW,PP5on4 L1 LD,PP5on4 L1 RD,PP5on4 L2 LW,PP5on4 L2 C,PP5on4 L2 RW,PP5on4 L2 LD,PP5on4 L2 RD,PP5on3 L1 LW,PP5on3 L1 C,PP5on3 L1 RW,PP5on3 L1 LD,PP5on3 L1 RD,PP5on3 L2 LW,PP5on3 L2 C,PP5on3 L2 RW,PP5on3 L2 LD,PP5on3 L2 RD,PP4on3 L1 F1,PP4on3 L1 F2,PP4on3 L1 LD,PP4on3 L1 RD,PP4on3 L2 F1,PP4on3 L2 F2,PP4on3 L2 LD,PP4on3 L2 RD,PK4on5 L1 F1,PK4on5 L1 F2,PK4on5 L1 LD,PK4on5 L1 RD,PK4on5 L2 F1,PK4on5 L2 F2,PK4on5 L2 LD...56,PK4on5 L2 LD...57,PK4on5 L3 F1,PK4on5 L3 F2,PK4on5 L3 LD...60,PK4on5 L3 LD...61,PK3on5 L1 F1,PK3on5 L1 LD,PK3on5 L1 RD,PK3on5 L2 F1,PK3on5 L2 LD...66,PK3on5 L2 LD...67,PK3on4 L1 F1,PK3on4 L1 LD,PK3on4 L1 RD,PK3on4 L2 F1,PK3on4 L2 LD...72,PK3on4 L2 LD...73,4on4 L1 F1,4on4 L1 F2,4on4 L1 LD,4on4 L1 RD,4on4 L2 F1,4on4 L2 F2,4on4 L2 LD...80,4on4 L2 LD...81,3on3 L1 F1,3on3 L1 LD,3on3 L1 RD,3on3 L2 F1,3on3 L2 LD...86,3on3 L2 LD...87,Shootout 1,Shootout 2,Shootout 3,Shootout 4,Shootout 5,Goalie 1,Goalie 2,Extra Attacker 1,Extra Attacker 2,...97,season
4,1824,2200,1063,732,883,1817,1319,2544,1248,3021,2477,2285,2526,2901,1497,NA,NA,NA,NA,NA,1824,2200,1063,732,883,1319,2285,2544,2901,3021,1824,2200,1063,732,883,1319,2285,2544,2901,3021,2200,1824,732,883,1319,2544,2901,3021,1063,1319,1497,3021,1817,2285,2901,1248,2477,2526,732,883,1063,1497,3021,1817,2901,1248,1063,1497,3021,1817,2901,1248,1319,1824,732,3021,2200,2544,2901,883,1319,1824,732,2200,2544,883,1824,2200,1063,1319,2544,2904,2900,1824,2544,NA,68
5,1172,2652,2892,2976,2370,1394,91,2404,1213,965,1835,2768,1442,2906,2866,NA,NA,NA,NA,NA,1394,91,2404,2370,1213,2892,2652,1172,2768,965,1394,91,2404,2370,1213,2892,2652,1172,2768,965,2404,91,2370,1213,1394,2652,2892,965,91,2652,2976,2866,2404,2892,1213,965,1172,1442,2906,2370,91,2976,2866,2652,1213,965,91,2976,2866,2652,1213,965,1394,91,1213,965,2404,2652,2370,2976,1394,91,1213,2404,2652,965,91,2404,2370,1394,2652,849,3078,91,2404,NA,68
6,365,920,3000,941,105,1264,2811,1049,1378,742,2682,2973,52,2909,2919,NA,NA,NA,NA,NA,365,920,1264,2682,941,52,2811,1049,105,742,365,920,1264,2682,941,52,2811,1049,105,742,920,365,1264,941,2811,2682,1049,105,1049,3000,2919,105,2973,52,1378,742,920,365,2909,941,3000,2919,105,1049,1378,742,3000,2919,105,1049,1378,742,920,365,941,105,2682,1264,1378,742,920,365,105,2682,1264,941,365,105,2811,920,1049,67,465,920,365,NA,68
7,1800,1190,2935,1951,107,1847,1521,583,2653,889,2970,2958,2951,369,605,NA,NA,NA,NA,NA,1847,1190,2935,1951,889,583,1521,2951,2970,605,1847,1190,2935,1951,605,1800,583,2970,2951,889,2935,1190,1951,2951,1847,583,2653,889,1800,1190,2653,107,2935,1521,605,889,2951,2958,1951,369,1190,2653,605,1521,369,107,1521,2653,605,2935,369,107,2935,1190,1951,107,1800,583,2653,889,1190,583,1951,2935,1847,2653,1190,2935,1951,583,2951,992,300,1190,2935,NA,68
8,2886,2371,2427,1808,1820,917,934,1804,790,1684,911,3008,2983,1881,1323,NA,NA,NA,NA,NA,2886,2371,2427,790,1820,911,934,1804,1881,3008,1804,2371,2427,790,1881,917,934,911,1808,1323,2427,2371,917,790,1804,934,1820,1808,917,934,1808,1881,2886,3008,1820,1684,2427,2371,1323,790,934,1323,790,2371,1808,1881,934,1323,790,2371,1808,1684,2427,2371,790,1881,1804,934,1820,1808,2427,2371,790,1804,2886,1820,1804,2427,790,2371,934,2443,565,911,1804,NA,68
9,1897,2536,1670,3050,1318,2681,2778,2195,1295,2733,2962,1783,2952,2945,2630,NA,NA,NA,NA,NA,2962,2536,2952,2945,2630,1897,1783,2681,3050,1318,2962,2536,2952,2945,2630,1897,1783,2681,3050,1318,1897,2536,2962,2945,2952,1783,2681,2630,2681,2536,1318,1295,1670,1783,2733,3050,1897,2195,2630,2945,1670,1318,1295,2681,2733,3050,1670,1318,1295,2681,2733,3050,1670,2536,1318,1295,1897,2681,2733,2945,1670,2536,1318,1897,2681,2733,2952,2536,2962,1897,1670,2828,198,2536,1897,NA,68
10,2135,2222,3057,1389,1259,2964,3041,2992,1939,356,2977,3065,1465,2618,1368,NA,NA,NA,NA,NA,3041,2222,3057,1389,2135,2964,3065,2992,1259,356,3041,2222,3057,1389,2135,2964,3065,2992,1259,356,2222,3057,1389,1259,3041,2135,1939,356,2222,3057,1389,1259,3041,2992,1939,356,3065,1465,1368,2618,2222,1389,1259,3041,1939,356,2222,1389,1259,3041,1939,356,2222,2135,1389,1259,3041,3057,1939,356,2222,3057,1389,3041,2135,1259,3057,2222,2135,356,1389,1912,2189,3057,2222,NA,68
11,2540,1923,2457,3075,1215,1859,1846,2152,2529,2486,1658,2207,1144,1194,2228,NA,NA,NA,NA,NA,1658,1923,2457,2529,2228,1859,1846,2152,1194,2486,1859,1846,2152,2529,2228,1658,1923,2457,1194,2486,1658,1923,2529,2228,2152,1846,1194,2486,2152,1923,1194,2228,2540,1846,2529,2486,2457,2207,3075,1215,1923,1194,2228,1846,2529,2486,1923,1194,2486,1846,2529,2228,1859,1846,2529,2486,2152,1923,1194,2228,2152,1923,2486,1859,1846,2228,1923,1846,1658,2457,2152,2575,2752,1859,1846,NA,68
12,933,1293,962,1150,373,1858,2946,2474,1945,2893,543,255,2659,2851,2661,NA,NA,NA,NA,NA,1858,1293,962,1150,373,255,2946,933,1945,2893,1858,1293,962,1150,373,255,2946,933,1945,2893,1858,1293,962,1150,255,2946,2659,373,2474,1293,1150,373,2946,255,1945,2893,2659,543,2851,2661,2474,1150,373,1293,2893,2851,2474,1150,373,1293,2893,2851,255,1293,1150,373,933,2474,1945,2893,255,1293,1150,933,2474,373,1293,1858,2893,962,2474,1095,2538,1150,1293,NA,68
13,2794,1147,2598,1246,308,1352,2995,17,1133,851,323,3090,3049,702,2975,NA,NA,NA,NA,NA,2794,1147,2995,2598,17,1352,3090,323,1246,308,2794,1147,2995,2598,17,1352,3090,323,1246,308,2794,1147,2598,1246,1352,2995,17,308,3090,3049,1246,308,17,323,702,1133,NA,NA,851,2975,3090,1246,308,3049,702,1133,3090,1246,308,3049,702,1133,1147,2794,1246,308,2995,2598,1133,851,1147,2794,1246,2995,2598,308,2598,1147,1352,17,2995,2571,1306,1147,2598,NA,68
14,781,780,1803,1485,1722,1868,1926,1812,1079,582,1862,2917,2795,1825,3020,NA,NA,NA,NA,NA,781,780,1803,1722,1485,1862,2917,2795,582,1079,781,780,1803,1722,1485,1862,2917,2795,582,1079,1803,780,1722,1485,1862,781,1079,582,781,1926,1722,1485,1812,1862,1825,1079,1803,780,582,3020,781,1722,1485,1926,1825,1079,1926,1825,1079,781,1722,1485,781,780,1485,1722,1926,1803,582,1079,781,780,1485,1926,1803,1722,1803,780,781,1868,1812,1413,741,780,1812,NA,68
15,2984,2679,2848,2440,1500,2294,1935,1706,1327,1087,510,1398,2548,2155,669,NA,NA,NA,NA,NA,2984,2679,1706,2440,1500,2294,1935,2848,1327,669,1706,2679,2848,2440,1500,2984,1935,510,1327,669,2984,2679,2440,1500,2848,1935,1327,669,2984,1935,1327,1087,1706,1398,2440,2155,2548,2679,1500,669,1398,1327,1087,2548,2440,2155,1398,1327,1087,1935,2440,2155,2848,2679,2440,1500,2984,1935,1327,1087,2848,2679,2440,2984,1935,1327,2848,2984,2294,2679,1706,595,2954,1706,2848,NA,68
18,1831,1751,1970,1701,1143,1872,726,2564,1137,806,1890,2455,3003,2920,2724,NA,NA,NA,NA,NA,726,1751,1970,1701,1143,1890,1831,2564,1137,806,726,1751,1970,1701,1143,1890,1831,2564,1137,806,1751,1970,1701,1143,1831,726,1137,806,1970,1751,1701,1143,2455,726,1137,806,1890,1831,2920,2724,1751,1701,1143,1970,1137,806,1751,1701,1143,1970,1137,806,1970,1751,1701,1143,1831,726,1137,806,1970,1751,1143,1831,726,1701,1970,1751,726,2564,1831,1330,2514,1970,1751,NA,68
19,558,1775,1261,1892,2340,1428,2433,1506,1276,1864,3033,1367,395,2454,2987,NA,NA,NA,NA,NA,558,2433,1428,1892,1276,1261,1775,1506,1864,2340,558,2433,1428,1892,1276,1261,1775,1506,1864,2340,2433,558,1892,1276,1775,1428,1864,2340,1506,1367,1892,2340,2433,1428,1276,2454,1775,395,2987,1864,1367,1892,2340,1775,1276,1864,1367,1892,2340,1775,1276,1864,558,2433,1276,1864,1775,1428,1892,2340,558,2433,1276,1775,1428,1892,558,1261,1775,1506,2433,2357,566,1428,1506,NA,68
20,2554,645,2718,2547,2251,1029,2754,2947,774,632,1948,2865,687,2188,737,NA,NA,NA,NA,NA,2718,645,2554,737,2251,1948,2865,687,2547,2188,2718,645,2554,737,2251,1948,2865,687,2547,2188,1948,645,737,2251,2554,2865,2547,2188,1029,2754,2188,737,1948,2865,774,2251,NA,NA,NA,NA,1029,2188,737,1948,774,2251,1029,2188,737,1948,774,2251,2554,1948,2547,2251,2865,645,2188,737,1948,2554,2251,645,2865,737,645,2554,2718,1948,2865,764,2860,1948,645,NA,68
21,1316,2620,2792,2488,2166,452,1313,1456,1973,823,1402,1014,929,76,3029,NA,NA,NA,NA,NA,1014,929,1973,2166,1402,2792,2620,1316,823,2488,1014,929,1973,2166,1402,2792,2620,1316,823,2488,1014,2620,823,2166,1402,929,2488,1973,1014,929,2488,1973,1402,1313,2166,823,1316,2620,76,3029,929,2488,1973,1313,2166,823,929,2488,1973,1313,2166,823,1014,929,1402,2166,1316,2620,2488,1973,1014,929,2166,1402,2620,1973,1014,1402,1316,929,2620,2921,563,1014,1402,NA,68
0,1170,1867,150,1837,1968,2154,1676,299,2553,1137,1872,1043,1670,1130,3210,NA,NA,NA,NA,NA,2154,1676,299,2553,1837,1170,1867,150,1137,1968,2154,1676,299,2553,1837,1170,1867,150,1137,1968,2154,1676,2553,1837,299,1867,1137,1968,150,1676,2553,1137,1872,1867,1837,1968,1670,1043,NA,3210,1676,2553,1137,1867,1837,1968,1676,2553,1137,1867,1837,1968,2154,1676,2553,1137,299,1867,1837,1968,1676,2154,2553,1867,299,1837,1676,2553,2154,1837,1867,2789,2522,1676,2154,NA,69
1,1464,2668,1082,2463,877,157,1282,1269,1969,1150,768,3073,1917,703,1466,NA,NA,NA,NA,NA,1464,2668,1082,157,877,3073,1282,1269,2463,1150,1464,2668,1082,157,877,3073,1282,1269,2463,1150,1464,2668,157,877,1282,1082,2463,1150,2668,1464,1150,2463,1282,1082,1466,877,1917,3073,1969,703,2668,1150,2463,1082,1466,877,2668,1150,2463,1082,1466,877,2668,1082,877,2463,1917,3073,1466,1150,2668,877,2463,1082,1466,1150,1082,157,768,2668,3073,135,2179,1082,3073,NA,69
2,86,3011,2728,3028,2949,3127,3022,3165,2974,3197,3102,1286,3048,810,3247,NA,NA,NA,NA,NA,86,3127,2728,3011,2949,1286,3022,3165,2974,3028,3011,3127,2728,86,2949,1286,3022,3165,2974,3028,3011,2728,2949,2974,1286,3127,3028,3197,3022,3102,2974,3028,2728,3048,3247,2949,3011,86,810,3197,3022,2974,3028,2728,3247,2949,3022,2974,3028,2728,3247,2949,2728,3011,2974,3028,3127,86,810,2949,2728,2974,3028,3011,810,2949,2728,3011,3022,3127,86,1052,2345,2728,3011,NA,69
3,2220,1804,2477,1295,2930,1352,179,1835,2155,2733,2891,2977,3111,1808,3164,NA,NA,NA,NA,NA,2220,1352,1804,1295,2930,179,2477,3111,1835,1808,2220,1352,1804,1295,2930,179,2477,3111,1835,1808,2220,1804,1352,2930,3111,179,2477,1295,1835,2220,1808,2930,2891,2477,2155,2733,1352,1804,1295,3164,2220,1808,2930,2477,2155,2733,2220,1808,2930,2477,2155,2733,2220,2477,1808,2930,1352,1804,1295,2733,2220,2477,1808,1352,1804,1295,2220,1835,1804,1808,1352,99,2312,2220,1804,NA,69
4,1824,2200,2544,732,883,1057,1319,1063,2901,3021,2526,2285,1817,2608,1497,NA,NA,NA,NA,NA,1824,2200,2544,732,883,1057,1319,1063,2901,1497,1824,2200,2544,732,883,1057,1319,1063,2901,1497,2200,2544,732,883,1319,1063,2901,3021,2200,1824,732,883,2285,1817,2901,3021,2526,1057,2608,1497,1824,732,883,1817,2901,3021,1824,732,883,1817,2901,3021,2200,1824,732,883,2285,2544,2901,3021,2200,1824,732,2285,2544,2901,2200,2544,1063,1824,2285,2900,2904,2544,1319,NA,69
5,1394,91,1172,1213,2331,1442,2768,2892,2906,965,3188,2652,2404,2370,2976,NA,NA,NA,NA,NA,1394,91,2404,2370,1213,1172,2652,2892,2331,2976,1394,91,2404,2370,1213,1172,2652,2892,2331,2976,1394,91,2370,1213,2404,2652,2331,2976,1394,91,2976,1213,1172,2652,965,2331,2892,2768,2906,2370,91,2976,1213,2652,965,2331,91,2976,1213,2652,965,2331,1394,91,1213,2331,2404,2652,2976,2370,1394,91,1213,2404,2652,2976,91,2404,2652,1394,1172,849,3078,2404,91,NA,69
6,1264,920,365,941,105,2682,2811,3000,742,2919,52,2911,3041,107,1378,NA,NA,NA,NA,NA,1264,920,365,105,941,2682,2811,3000,2919,742,2811,920,3041,105,941,365,1264,3000,2919,742,3041,920,2811,105,1264,365,2919,941,1264,365,2919,105,3041,2682,941,742,52,3000,107,1378,365,2919,105,1264,941,742,365,2919,105,1264,941,742,365,920,941,105,3041,1264,742,2919,365,920,105,3041,1264,941,1264,365,2682,2811,3000,3203,465,52,2682,NA,69
7,1800,1190,1847,1318,1951,2970,3222,2935,2653,889,3253,2769,2958,369,605,NA,NA,NA,NA,NA,2970,1190,2935,1318,1951,1800,3222,1847,889,605,1847,1190,2935,1951,889,2970,3222,2958,1318,1800,2935,1190,1318,1951,2769,1800,889,2653,1800,1190,2653,1318,2935,2958,605,369,1847,2769,889,1951,1190,2653,889,2935,1318,605,1190,2653,1318,2935,605,369,2935,1190,1318,1951,1800,2769,2653,889,1190,1800,1951,2935,2970,1318,1190,1951,2935,2970,1318,992,300,2935,1190,NA,69
8,2886,2371,2427,1881,1820,934,2585,1239,790,1113,911,3008,2983,1323,1684,NA,NA,NA,NA,NA,2886,2371,2427,790,1820,3008,2585,1239,1881,1113,2886,2371,2427,790,1820,2585,934,1239,1881,1113,2427,2371,790,1820,2886,3008,1881,1113,1239,2585,1323,1684,2886,3008,1881,1820,2427,2371,790,1113,2585,790,1113,3008,1881,1820,2585,790,1113,3008,1881,1820,2886,3008,1881,1113,1239,2585,790,1820,2371,2427,790,2585,1239,1820,2886,2427,1239,2371,790,2443,565,1239,3008,NA,69
9,2681,3145,1897,2868,2841,2778,3147,2536,3050,3245,2962,1846,2952,2945,2630,NA,NA,NA,NA,NA,2962,1846,2952,2630,2841,1897,3147,2536,3245,3050,2962,1846,2952,2630,2841,1897,3147,2536,3245,3050,2962,1846,2952,2630,3145,1897,2778,3245,2681,2536,2945,2868,1846,2778,3050,3245,3145,3147,2841,2630,2681,2945,2868,2536,3050,3245,2681,2945,2868,2536,3050,3245,2536,1846,2868,2841,2952,2962,3050,2630,2536,1846,2868,2952,2962,2841,1846,2952,2962,3147,1897,2828,3136,1846,2536,NA,69
10,2992,1465,2964,3250,356,3205,3142,3057,1939,1259,2135,2222,3112,1389,3189,NA,NA,NA,NA,NA,2135,2222,3112,3189,3057,3205,3142,2992,1389,356,2135,2222,3112,3189,3057,3205,3142,2992,1389,356,2222,3112,1389,3189,3142,2135,1939,1259,3142,3205,1389,1259,2222,2135,1939,3189,1465,2992,3250,356,3142,1939,1259,2222,1389,3189,3142,1939,1259,2222,1389,3189,2222,2135,1389,3189,3142,3112,1939,1259,2222,2135,3189,3142,3112,1389,3112,3189,2222,3142,2135,1912,2189,3057,3142,NA,69
11,2152,1859,2457,2529,2486,2540,1923,1658,1215,2228,3231,2207,1144,3075,1194,NA,NA,NA,NA,NA,2457,1859,2152,2529,2228,2540,1923,1658,1215,2486,2457,1859,2152,2529,2228,2540,1923,1658,1215,2486,2152,1859,2529,2228,2457,1923,1215,2486,2152,1859,2529,2228,2540,1923,1194,2486,2457,2207,3075,1215,1859,2529,2228,1923,3075,2486,1859,2529,2228,1923,3075,2486,2152,1859,2529,2228,2457,1923,1215,2486,1859,2152,2228,1923,2457,2486,2457,2152,1923,1859,1144,2575,2752,1859,2152,NA,69
12,1313,2946,1858,3200,2661,962,255,543,3226,2637,2659,3176,2641,2882,3196,NA,NA,NA,NA,NA,1313,2946,1858,3200,3226,962,255,2641,2659,2661,1313,2946,1858,3200,3226,962,255,2641,2659,2661,1858,2946,3200,3226,962,255,2659,2661,543,962,3200,3226,2946,255,2661,2637,2659,1313,2882,3196,543,3200,3226,255,2661,2637,543,3200,3226,255,2661,2637,2946,1313,3200,3226,255,962,543,2661,2946,1313,3200,543,962,3226,1858,962,2946,255,3200,3248,1095,2946,1313,NA,69
13,2794,1147,2598,1677,2995,17,1049,1564,1133,851,1456,2838,3179,1945,2851,NA,NA,NA,NA,NA,2794,1147,2598,2995,17,1564,1049,3179,1945,1133,2794,1147,2598,2995,17,1564,1049,3179,1945,1133,2794,1147,2598,2995,1564,1049,17,1133,1456,1049,1133,851,17,1564,1945,2851,NA,NA,1677,2995,1456,1133,851,17,1945,2851,1456,1133,851,17,1945,2851,1147,2598,2794,2995,1049,1564,17,851,1147,2598,2995,2794,1564,851,2598,1564,1147,2794,2995,1306,2571,2598,2995,NA,69
14,781,1812,1803,1485,1722,1868,780,2917,1079,582,1943,1926,2795,3020,2866,NA,NA,NA,NA,NA,781,780,1803,1485,1722,1868,1812,1943,582,2866,781,1812,1803,1485,1722,1868,780,1943,582,2866,780,781,2917,1485,1812,1803,1868,1722,1926,781,1485,1722,1812,1803,1079,2866,780,2795,3020,582,780,1485,1722,1926,1079,582,780,1485,1722,1926,1079,582,1803,781,1485,1722,1812,780,1079,2866,1803,781,1485,1812,780,1079,780,1803,1868,781,2917,1413,741,780,1803,NA,69
15,2984,2679,2848,2440,841,2294,2474,2548,2987,1500,510,1935,3134,1327,3185,NA,NA,NA,NA,NA,2984,2679,2848,2440,1500,2294,1935,2474,3185,2987,2984,2679,2848,2440,1500,510,1935,2474,3185,2987,2848,2679,2440,1500,2984,2474,3185,2987,2548,1935,1327,841,510,3134,2440,2987,2984,2679,1500,3185,1935,1327,841,3134,2440,2987,1935,1327,841,3134,2440,2987,2984,2679,2440,841,2848,2474,2987,1500,2679,2848,2440,2474,2984,841,2984,2848,1935,2294,2474,2595,595,2984,2848,NA,69
18,2564,2455,1831,1701,1143,1751,726,1970,2920,806,3249,1890,3003,1246,3178,NA,NA,NA,NA,NA,2564,726,1970,1701,1143,1751,2455,1831,2920,806,2564,726,1970,1701,1143,1751,2455,1831,2920,806,726,1970,1701,1143,2455,2564,2920,806,726,2455,1701,1143,2564,1970,2920,806,1751,1831,1246,3178,726,1701,1143,2455,2920,806,2455,1701,1143,726,2920,806,726,1970,1701,1143,2455,2564,2920,806,726,1701,1143,2455,2564,806,726,1970,2564,1751,2455,1330,2514,726,2455,NA,69
19,1578,1775,1261,1892,2340,1428,2433,1506,1276,1864,3033,1367,395,2454,76,NA,NA,NA,NA,NA,1578,2433,1428,1892,1276,1261,1775,1506,2454,2340,1578,2433,1428,1892,1276,1261,1775,1506,2454,2340,1578,1428,1892,1276,1775,395,2454,2340,1506,1367,1892,2340,2433,1428,1276,2454,1775,395,76,1864,1367,1892,2340,1775,1276,1864,1367,1892,2340,1775,1276,1864,1578,2433,1276,1864,1775,1428,1892,2340,1578,2433,1276,1775,1428,1892,2433,1428,1506,1578,1261,2357,566,2433,1261,NA,69
20,1029,645,1270,2547,737,2754,2865,2947,632,774,2718,1948,2554,2188,2251,NA,NA,NA,NA,NA,1270,1948,2554,2188,2251,2718,645,2865,2547,737,1948,645,2554,737,2251,2718,2865,1270,2547,2188,1948,2554,737,2251,2718,645,2547,2188,1948,1029,737,2188,1270,645,2547,2251,NA,NA,NA,NA,1029,737,2188,1948,2547,2251,1029,737,2188,1948,2547,2251,1948,2554,2251,737,645,2718,2188,2547,1948,2554,2251,645,2718,2188,2554,2718,1948,2947,645,764,2860,2554,1948,NA,69
21,1293,929,452,2488,2166,1402,2620,2792,1973,3029,1316,1014,3206,3237,823,NA,NA,NA,NA,NA,1014,2620,1402,2166,1973,3206,929,2792,1293,2488,1014,929,1973,2166,1316,3206,2620,2792,1293,2488,929,1014,2488,2166,2792,2620,823,1973,1316,929,2488,3029,2792,2620,2166,823,1402,1014,3237,1973,929,2488,1973,1014,823,2166,929,2488,1973,1014,823,2166,929,1014,2488,2166,1402,2620,823,1973,1014,929,2166,2620,1402,1973,1014,1402,1293,2620,1973,2921,563,1014,1973,NA,69
0,1170,1867,150,1837,3210,2154,1676,299,2553,1137,1442,1043,1783,1130,1968,NA,NA,NA,NA,NA,2154,1676,299,2553,1837,1170,1867,1442,1137,3210,2154,1676,299,2553,1837,1170,1867,1442,1137,3210,2154,1676,2553,1837,299,1867,1137,3210,1442,1676,2553,1137,150,1867,1837,1968,1783,1043,1130,3210,1676,2553,1137,1867,1837,1968,1676,2553,1137,1867,1837,1968,2154,1676,2553,1137,299,1867,1837,1968,1676,2154,2553,1867,299,1837,1676,2553,2154,1837,1867,2789,2954,1676,2154,NA,70
1,1464,2668,1082,2463,877,157,1282,1269,1466,1276,768,3073,1917,1969,1622,NA,NA,NA,NA,NA,1464,2668,1082,2463,877,3073,1282,157,1269,1276,1464,2668,1082,2463,877,3073,1282,157,1269,1276,1464,2668,2463,877,1282,1082,1269,1276,2668,1464,1466,2463,1282,1082,1969,877,1917,3073,1276,1622,2668,1466,2463,1082,1969,877,2668,1466,2463,1082,1969,877,2668,1082,877,2463,1917,3073,1466,1276,2668,877,2463,1082,1466,1276,1082,157,768,2668,3073,135,2179,1082,3073,NA,70
2,86,3011,3368,3028,3197,3165,3127,3102,2974,3247,2728,3022,3048,3355,2949,NA,NA,NA,NA,NA,3011,3127,3368,2728,2949,3165,3022,3102,3028,2974,3011,3127,3368,2728,2949,3165,3022,3102,2974,3028,3011,2728,2974,3028,3368,3022,3355,2949,3022,2728,3028,3355,3011,3102,2974,2949,3048,3368,3247,3197,3022,2974,3028,3011,3355,2949,3022,2974,3028,3011,3355,2949,2728,3011,2974,3028,3022,3102,3355,2949,3011,3368,3028,2728,2974,2949,2728,3011,3368,3127,86,1052,465,2728,3011,NA,70
3,2220,179,1804,1295,2930,2891,3111,2477,3012,2733,3274,2977,3352,2909,3164,NA,NA,NA,NA,NA,2220,1804,179,1295,2930,3352,3274,2477,2733,3012,2220,1804,179,1295,2930,3352,3274,2477,2733,3012,2220,1804,179,2930,3352,2477,2733,1295,2891,2220,3012,2930,1804,3111,2909,2733,2477,179,1295,3164,2220,3012,2930,3111,2909,2733,2220,3012,2930,3111,2909,2733,2220,1804,3012,2930,2891,179,1295,2733,2220,1804,2930,2891,179,3012,2220,1804,179,3352,2733,2312,1306,2220,NA,NA,70
4,1824,2200,2544,3338,883,1057,1319,1063,5,1497,2526,2285,1817,3322,3196,NA,NA,NA,NA,NA,1824,2200,2544,1497,883,1057,1319,1063,5,3338,1824,2200,2544,1497,883,1057,1319,1063,5,3338,2200,2544,1497,883,1319,1063,5,3338,2200,1824,1497,883,2285,1817,5,3338,2526,1057,3322,3196,1824,1497,883,1817,5,3338,1824,1497,883,1817,5,3338,2200,1824,1497,883,2285,2544,5,3338,2200,1824,883,2285,2544,1497,2200,2544,1063,1824,2285,2900,2904,2544,1319,NA,70
5,1172,2768,3310,2976,2370,2892,2652,2404,732,1213,1394,91,3188,3356,965,NA,NA,NA,NA,NA,1394,2652,2404,2370,732,3188,91,2892,1213,2976,1394,2652,2404,1213,732,3188,91,2892,2370,2976,1394,2652,1213,732,2404,91,2370,2976,1394,2652,732,1213,2892,91,2370,2976,2404,2768,3356,965,2652,1213,732,91,2370,2976,2652,1213,732,91,2370,2976,1394,2652,1213,732,2404,91,2976,2370,1394,2652,732,2404,91,1213,91,2404,2652,1394,3188,849,3078,2404,91,NA,70
6,1264,920,365,941,2919,2682,2811,3000,742,105,52,3318,3366,107,1378,NA,NA,NA,NA,NA,1264,920,365,941,2919,3366,2811,3318,2682,742,1264,2811,365,941,2919,3366,920,3318,2682,742,2811,1264,365,941,3318,920,3366,2919,2682,3000,107,2919,1264,52,742,105,365,2811,941,1378,3000,107,2919,2682,742,105,3000,107,2919,2682,742,105,1264,3000,941,2919,365,2811,742,105,1264,3000,941,365,2811,2919,365,2682,105,2919,920,3203,3288,2682,2811,NA,70
7,3362,1190,2935,1318,3286,1800,2536,3297,2653,1951,2970,1935,1286,3261,1246,NA,NA,NA,NA,NA,3297,1190,2935,1318,3286,3362,2536,1286,1951,3261,3362,1190,2935,1318,3297,1800,2536,1286,3286,1951,2935,3362,1318,3261,1190,3297,1951,1286,1800,1190,2653,3286,3362,2935,1246,1318,1935,2536,1951,3261,1190,2653,3286,2536,1246,1318,1190,2653,3286,2935,1246,1318,3362,2935,1318,3286,1800,1190,2653,1246,1190,1800,3286,2935,3362,2653,1190,3297,2935,3362,1951,992,300,2935,3297,NA,70
8,2886,2371,2427,790,2331,934,2585,1239,2901,1820,3277,3008,911,1881,1684,NA,NA,NA,NA,NA,2886,2371,2427,790,2331,3008,2585,1239,1881,1820,2886,2371,2427,2901,2331,2585,3008,1239,1881,1820,2427,2371,2901,2331,2886,3008,1881,1820,934,3008,2901,1820,2427,2371,1881,1684,2886,2585,790,2331,2585,1881,1820,3008,2901,2331,2585,1881,1820,3008,2901,2331,2427,2371,1881,2331,1239,2585,790,1820,2371,2427,790,2585,1239,1820,2886,2427,1239,2371,3008,565,2443,1239,3008,NA,70
9,3145,1846,929,2868,2841,2681,3147,1897,2945,2608,2962,3287,2952,3050,3245,NA,NA,NA,NA,NA,2962,929,2952,2841,1846,2681,3145,1897,3245,3287,2962,929,2952,2841,1846,2681,3145,1897,3245,3287,1846,929,2841,2962,3147,2952,3245,1897,2681,3145,3245,2608,1846,2962,2868,2841,929,3147,3050,2945,3145,2868,2608,3147,2945,3050,3145,2868,2608,3147,2945,3050,1846,929,2868,2841,2681,2962,2608,3245,1846,929,2868,2681,2962,2608,929,2952,2962,3145,2868,2828,3136,929,1846,NA,70
10,3112,3142,3341,1389,3189,2135,2222,3057,3359,3271,3301,3270,2964,1259,356,NA,NA,NA,NA,NA,3112,3142,3341,3359,3189,3057,3270,2222,356,2135,3112,3142,3341,3189,3359,3057,2222,3270,356,2135,3142,3341,1389,3189,3270,3112,3359,356,2222,2135,3271,1259,3142,3341,1389,356,3270,2964,3189,3359,2222,1389,3271,3142,1259,356,2222,1389,3271,3142,1259,356,3142,3341,1389,3189,3270,3112,3359,3271,3142,3341,3189,3270,3112,3359,3341,3270,3112,3142,3057,1912,2189,3341,3270,NA,70
